Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Technology,United States,Nathan Mautz,0,04/11/13,CA-2011-164973,Panasonic Kx-TS550,80.0226,6,East,,275.94,Home Office,09/11/13,Standard Class,New York,Phones
Office Supplies,United States,Sam Zeldin,0.2,04/11/13,CA-2011-132227,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",18.8732,4,East,,52.064,Home Office,10/11/13,Standard Class,New York,Binders
Furniture,United States,William Brown,0.2,04/11/13,CA-2011-125829,"Bevis Round Conference Table Top, X-Base",-64.5444,4,West,,573.728,Consumer,11/11/13,Standard Class,California,Tables
Office Supplies,United States,William Brown,0.2,04/11/13,CA-2011-125829,Cardinal EasyOpen D-Ring Binders,8.226,3,West,,21.936,Consumer,11/11/13,Standard Class,California,Binders
Office Supplies,United States,William Brown,0,04/11/13,CA-2011-125829,Xerox 2000,9.3312,3,West,,19.44,Consumer,11/11/13,Standard Class,California,Paper
Office Supplies,United States,Tiffany House,0,04/11/13,US-2011-134187,Newell 343,0.7938,1,West,,2.94,Corporate,11/11/13,Standard Class,California,Art
Technology,United States,William Brown,0.2,04/11/13,CA-2011-125829,Hewlett-Packard Deskjet D4360 Printer,139.99,4,West,,447.968,Consumer,11/11/13,Standard Class,California,Machines
Technology,United States,William Brown,0.2,04/11/13,CA-2011-125829,Polycom SoundPoint Pro SE-225 Corded phone,66.6344,7,West,,666.344,Consumer,11/11/13,Standard Class,California,Phones
Furniture,United States,Barry Gonzalez,0,05/11/13,US-2011-114377,"Global Stack Chair with Arms, Black",40.473,5,South,,149.9,Consumer,05/11/13,Same Day,Virginia,Chairs
Furniture,United States,Maribeth Dona,0.2,05/11/13,CA-2011-114251,Tenex Antistatic Computer Chair Mats,-34.196,2,East,,273.568,Consumer,10/11/13,Standard Class,Pennsylvania,Furnishings
Furniture,United States,Deanra Eno,0,05/11/13,CA-2011-109134,OIC Stacking Trays,8.8176,6,West,,20.04,Home Office,10/11/13,Standard Class,California,Furnishings
Office Supplies,United States,Maribeth Dona,0.7,05/11/13,CA-2011-114251,Wilson Jones Legal Size Ring Binders,-8.796,2,East,,13.194,Consumer,10/11/13,Standard Class,Pennsylvania,Binders
Office Supplies,United States,Maribeth Dona,0.2,05/11/13,CA-2011-114251,Tennsco Double-Tier Lockers,-94.5084,6,East,,1080.096,Consumer,10/11/13,Standard Class,Pennsylvania,Storage
Technology,United States,Maribeth Dona,0.2,05/11/13,CA-2011-114251,Memorex Micro Travel Drive 32 GB,16.7946,2,East,,58.416,Consumer,10/11/13,Standard Class,Pennsylvania,Accessories
Technology,United States,Maribeth Dona,0.2,05/11/13,CA-2011-114251,Sony 16GB Class 10 Micro SDHC R40 Memory Card,-6.445,5,East,,51.56,Consumer,10/11/13,Standard Class,Pennsylvania,Accessories
Technology,United States,Steven Roelle,0,05/11/13,CA-2011-133634,Maxell 4.7GB DVD-RW 3/Pack,16.2486,3,South,,47.79,Home Office,10/11/13,Standard Class,Virginia,Accessories
Office Supplies,United States,George Ashbrook,0,06/11/13,CA-2011-120950,"Array Parchment Paper, Assorted Colors",20.9664,6,South,,43.68,Consumer,11/11/13,Standard Class,Georgia,Paper
Office Supplies,United States,Bart Pistole,0,07/11/13,CA-2011-146990,Binder Clips by OIC,2.8416,4,East,,5.92,Corporate,08/11/13,First Class,New York,Fasteners
Office Supplies,United States,Bart Pistole,0,07/11/13,CA-2011-146990,Riverleaf Stik-Withit Designer Note Cubes,13.8828,3,East,,30.18,Corporate,08/11/13,First Class,New York,Paper
Office Supplies,United States,Tamara Chand,0.8,07/11/13,CA-2011-123498,Satellite Sectional Post Binders,-44.2782,3,Central,Yes,26.046,Corporate,09/11/13,First Class,Texas,Binders
Office Supplies,United States,Tamara Chand,0.2,07/11/13,CA-2011-123498,Staple envelope,26.9526,3,Central,Yes,74.352,Corporate,09/11/13,First Class,Texas,Envelopes
Office Supplies,United States,Troy Blackwell,0.2,07/11/13,US-2011-139640,Panasonic KP-150 Electric Pencil Sharpener,9.0576,4,West,,120.768,Consumer,11/11/13,Second Class,Oregon,Art
Office Supplies,United States,Troy Blackwell,0.2,07/11/13,US-2011-139640,Xerox 1995,9.072,5,West,,25.92,Consumer,11/11/13,Second Class,Oregon,Paper
Furniture,United States,Steven Cartwright,0.3,07/11/13,CA-2011-159310,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",0,4,Central,,683.144,Consumer,12/11/13,Standard Class,Texas,Chairs
Office Supplies,United States,Maribeth Schnelling,0,07/11/13,CA-2011-120278,Belkin 8 Outlet Surge Protector,68.8464,6,Central,,245.88,Consumer,12/11/13,Standard Class,Wisconsin,Appliances
Office Supplies,United States,Steven Cartwright,0.8,07/11/13,CA-2011-159310,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-2.214,3,Central,,1.476,Consumer,12/11/13,Standard Class,Texas,Binders
Office Supplies,United States,Maribeth Schnelling,0,07/11/13,CA-2011-120278,"ACCOHIDE 3-Ring Binder, Blue, 1""",5.8233,3,Central,,12.39,Consumer,12/11/13,Standard Class,Wisconsin,Binders
Office Supplies,United States,Maribeth Schnelling,0,07/11/13,CA-2011-120278,Portable Personal File Box,9.8901,3,Central,,36.63,Consumer,12/11/13,Standard Class,Wisconsin,Storage
Office Supplies,United States,Maribeth Schnelling,0,07/11/13,CA-2011-120278,X-Rack File for Hanging Folders,5.8708,2,Central,,22.58,Consumer,12/11/13,Standard Class,Wisconsin,Storage
Office Supplies,United States,Steven Cartwright,0.2,07/11/13,CA-2011-159310,Acme Stainless Steel Office Snips,3.5623,7,Central,,40.712,Consumer,12/11/13,Standard Class,Texas,Supplies
Office Supplies,United States,Lena Hernandez,0.2,07/11/13,CA-2011-123323,Wilson Jones Legal Size Ring Binders,46.179,7,West,,123.144,Consumer,12/11/13,Standard Class,California,Binders
Technology,United States,Emily Burns,0.2,08/11/13,US-2011-126340,Toshiba IPT2010-SD IP Telephone,25.0182,3,West,,333.576,Consumer,14/11/13,Standard Class,California,Phones
Furniture,United States,Jeremy Pistek,0.15,09/11/13,CA-2011-144666,"Sauder Mission Library with Doors, Fruitwood Finish",10.4784,2,West,,222.666,Consumer,11/11/13,Second Class,California,Bookcases
Office Supplies,United States,Jeremy Pistek,0,09/11/13,CA-2011-144666,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",28.819,7,West,,62.65,Consumer,11/11/13,Second Class,California,Paper
Office Supplies,United States,Jeremy Pistek,0,09/11/13,CA-2011-144666,Xerox 1912,45.528,5,West,,94.85,Consumer,11/11/13,Second Class,California,Paper
Office Supplies,United States,Jeremy Pistek,0,09/11/13,CA-2011-144666,"Decoflex Hanging Personal Folder File, Blue",24.9804,6,West,,92.52,Consumer,11/11/13,Second Class,California,Storage
Office Supplies,United States,Jeremy Pistek,0,09/11/13,CA-2011-144666,SAFCO Boltless Steel Shelving,3.4092,3,West,,340.92,Consumer,11/11/13,Second Class,California,Storage
Technology,United States,Jeremy Pistek,0.2,09/11/13,CA-2011-144666,Samsung Galaxy Note 3,87.996,4,West,,703.968,Consumer,11/11/13,Second Class,California,Phones
Furniture,United States,Benjamin Farhat,0,09/11/13,CA-2011-103219,"Eldon 200 Class Desk Accessories, Black",21.4776,9,East,,56.52,Home Office,13/11/13,Standard Class,New York,Furnishings
Furniture,United States,Sam Craven,0,10/11/13,CA-2011-121006,Hon Every-Day Series Multi-Task Chairs,112.788,3,Central,,563.94,Consumer,16/11/13,Standard Class,Michigan,Chairs
Furniture,United States,Ruben Dartt,0,10/11/13,CA-2011-158372,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",14.896,5,West,,53.2,Consumer,16/11/13,Standard Class,California,Furnishings
Furniture,United States,Ruben Dartt,0,10/11/13,CA-2011-158372,Luxo Economy Swing Arm Lamp,11.1664,2,West,,39.88,Consumer,16/11/13,Standard Class,California,Furnishings
Office Supplies,United States,Sam Craven,0,10/11/13,CA-2011-121006,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.521,2,Central,,3.9,Consumer,16/11/13,Standard Class,Michigan,Art
Office Supplies,United States,Sam Craven,0,10/11/13,CA-2011-121006,Xerox 199,5.778,3,Central,,12.84,Consumer,16/11/13,Standard Class,Michigan,Paper
Office Supplies,United States,Sam Craven,0,10/11/13,CA-2011-121006,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),7.128,3,Central,,15.84,Consumer,16/11/13,Standard Class,Michigan,Paper
Office Supplies,United States,Sam Craven,0,10/11/13,CA-2011-121006,Acco Perma 3000 Stacking Storage Drawers,11.9586,3,Central,,62.94,Consumer,16/11/13,Standard Class,Michigan,Storage
Office Supplies,United States,Sam Craven,0,10/11/13,CA-2011-121006,"Hot File 7-Pocket, Floor Stand",160.623,3,Central,,535.41,Consumer,16/11/13,Standard Class,Michigan,Storage
Office Supplies,United States,Ruben Dartt,0,10/11/13,CA-2011-158372,Avery White Multi-Purpose Labels,18.3264,8,West,,39.84,Consumer,16/11/13,Standard Class,California,Labels
Office Supplies,United States,Ruben Dartt,0,10/11/13,CA-2011-158372,"Southworth 100% Résumé Paper, 24lb.",28.008,8,West,,62.24,Consumer,16/11/13,Standard Class,California,Paper
Technology,United States,Ruben Dartt,0,10/11/13,CA-2011-158372,Memorex Froggy Flash Drive 4 GB,4.2861,1,West,,10.99,Consumer,16/11/13,Standard Class,California,Accessories
Technology,United States,Ruben Dartt,0.2,10/11/13,CA-2011-158372,Jabra SPEAK 410,60.1536,8,West,,601.536,Consumer,16/11/13,Standard Class,California,Phones
Office Supplies,United States,Mary Zewe,0,11/11/13,CA-2011-128524,Belkin F5C206VTEL 6 Outlet Surge,6.894,1,West,,22.98,Corporate,13/11/13,First Class,Washington,Appliances
Office Supplies,United States,Mary Zewe,0.2,11/11/13,CA-2011-128524,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,2,West,,2033.584,Corporate,13/11/13,First Class,Washington,Binders
Office Supplies,United States,Matt Abelman,0,11/11/13,CA-2011-140732,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.0228,2,West,,7.78,Home Office,13/11/13,Second Class,California,Appliances
Office Supplies,United States,Matt Abelman,0,11/11/13,CA-2011-140732,Xerox 1979,55.764,4,West,,123.92,Home Office,13/11/13,Second Class,California,Paper
Technology,United States,Mary Zewe,0,11/11/13,CA-2011-128524,Belkin Standard 104 key USB Keyboard,15.3195,7,West,,102.13,Corporate,13/11/13,First Class,Washington,Accessories
Technology,United States,Matt Abelman,0.2,11/11/13,CA-2011-140732,Mophie Juice Pack Helium for iPhone,57.5928,9,West,,575.928,Home Office,13/11/13,Second Class,California,Phones
Furniture,United States,Tracy Zic,0.2,11/11/13,CA-2011-163419,"Global Airflow Leather Mesh Back Chair, Black",75.49,5,West,,603.92,Consumer,14/11/13,Second Class,Colorado,Chairs
Office Supplies,United States,Tracy Zic,0.2,11/11/13,CA-2011-163419,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",0.8056,1,West,,3.392,Consumer,14/11/13,Second Class,Colorado,Art
Technology,United States,Tracy Zic,0.2,11/11/13,CA-2011-163419,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),55.9984,2,West,,559.984,Consumer,14/11/13,Second Class,Colorado,Phones
Furniture,United States,Brosina Hoffman,0.3,11/11/13,US-2011-140914,Global Commerce Series High-Back Swivel/Tilt Chairs,-56.996,4,Central,,797.944,Consumer,15/11/13,Standard Class,Illinois,Chairs
Furniture,United States,Brosina Hoffman,0.6,11/11/13,US-2011-140914,DAX Wood Document Frame.,-7.9634,2,Central,,10.984,Consumer,15/11/13,Standard Class,Illinois,Furnishings
Furniture,United States,Tom Stivers,0.5,11/11/13,CA-2011-155796,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",-250.5408,4,East,,521.96,Corporate,15/11/13,Second Class,Pennsylvania,Bookcases
Furniture,United States,Tom Stivers,0.2,11/11/13,CA-2011-155796,"GE 4 Foot Flourescent Tube, 40 Watt",7.7896,2,East,,23.968,Corporate,15/11/13,Second Class,Pennsylvania,Furnishings
Office Supplies,United States,Karen Daniels,0.2,11/11/13,CA-2011-165309,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",6.756,3,Central,,67.56,Consumer,15/11/13,Standard Class,Texas,Art
Office Supplies,United States,Karen Daniels,0.8,11/11/13,CA-2011-165309,GBC DocuBind TL300 Electric Binding System,-1480.0335,5,Central,,896.99,Consumer,15/11/13,Standard Class,Texas,Binders
Office Supplies,United States,Karen Daniels,0.8,11/11/13,CA-2011-165309,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-1.9744,1,Central,,1.234,Consumer,15/11/13,Standard Class,Texas,Binders
Office Supplies,United States,Karen Daniels,0.2,11/11/13,CA-2011-165309,"Wirebound Message Book, 4 per Page",7.8735,5,Central,,21.72,Consumer,15/11/13,Standard Class,Texas,Paper
Office Supplies,United States,Karen Daniels,0.2,11/11/13,CA-2011-165309,Xerox 1893,95.0968,8,Central,,262.336,Consumer,15/11/13,Standard Class,Texas,Paper
Technology,United States,Karen Daniels,0.2,11/11/13,CA-2011-165309,Classic Ivory Antique Telephone ZL1810,15.0735,3,Central,,241.176,Consumer,15/11/13,Standard Class,Texas,Phones
Technology,United States,Karen Daniels,0.2,11/11/13,CA-2011-165309,Geemarc AmpliPOWER60,16.704,2,Central,,148.48,Consumer,15/11/13,Standard Class,Texas,Phones
Office Supplies,United States,Kristina Nunn,0,11/11/13,US-2011-143287,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",21.7845,5,East,Yes,46.35,Home Office,17/11/13,Standard Class,New York,Paper
Office Supplies,United States,Kristina Nunn,0,11/11/13,US-2011-143287,Xerox 1882,109.7208,4,East,Yes,223.92,Home Office,17/11/13,Standard Class,New York,Paper
Office Supplies,United States,Kristina Nunn,0,11/11/13,US-2011-143287,Acme Value Line Scissors,2.19,2,East,Yes,7.3,Home Office,17/11/13,Standard Class,New York,Supplies
Office Supplies,United States,Pete Kriz,0,11/11/13,CA-2011-105893,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",13.3176,6,Central,,665.88,Consumer,18/11/13,Standard Class,Wisconsin,Storage
Furniture,United States,Arthur Prichep,0.2,11/11/13,CA-2011-105270,Hon Olson Stacker Stools,11.2648,1,West,Yes,112.648,Consumer,18/11/13,Standard Class,California,Chairs
Office Supplies,United States,Arthur Prichep,0,11/11/13,CA-2011-105270,50 Colored Long Pencils,7.9248,3,West,Yes,30.48,Consumer,18/11/13,Standard Class,California,Art
Office Supplies,United States,Roy Französisch,0.2,12/11/13,CA-2011-151078,"Personal Filing Tote with Lid, Black/Gray",4.9632,4,Central,,49.632,Consumer,12/11/13,Same Day,Texas,Storage
Furniture,United States,Joseph Airdo,0.2,12/11/13,CA-2011-151295,Bevis Boat-Shaped Conference Table,31.4532,3,West,,629.064,Consumer,16/11/13,Standard Class,California,Tables
Furniture,United States,Darren Budd,0.32,12/11/13,US-2011-159618,Bestar Classic Bookcase,-12.9987,1,Central,,67.9932,Corporate,16/11/13,Standard Class,Texas,Bookcases
Office Supplies,United States,Joseph Airdo,0,12/11/13,CA-2011-151295,Xerox 1974,5.8604,2,West,,11.96,Consumer,16/11/13,Standard Class,California,Paper
Office Supplies,United States,Darren Budd,0.2,12/11/13,US-2011-159618,Avery Fluorescent Highlighter Four-Color Set,0.334,1,Central,,2.672,Corporate,16/11/13,Standard Class,Texas,Art
Office Supplies,United States,Darren Budd,0.2,12/11/13,US-2011-159618,Xerox 216,12.7008,7,Central,,36.288,Corporate,16/11/13,Standard Class,Texas,Paper
Office Supplies,United States,Darren Budd,0.2,12/11/13,US-2011-159618,Acco Side-Punched Conventional Columnar Pads,-3.123,6,Central,,16.656,Corporate,16/11/13,Standard Class,Texas,Supplies
Technology,United States,Darren Budd,0.2,12/11/13,US-2011-159618,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,20.8719,3,Central,,79.512,Corporate,16/11/13,Standard Class,Texas,Accessories
Office Supplies,United States,Denise Monton,0.2,12/11/13,CA-2011-164910,Newell 350,0.8856,3,South,,7.872,Corporate,17/11/13,Second Class,North Carolina,Art
Furniture,United States,Darren Powers,0.6,12/11/13,CA-2011-122609,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",-6.9102,3,Central,,25.128,Consumer,18/11/13,Standard Class,Texas,Furnishings
Technology,United States,Darren Powers,0.2,12/11/13,CA-2011-122609,Logitech G602 Wireless Gaming Mouse,25.5968,2,Central,,127.984,Consumer,18/11/13,Standard Class,Texas,Accessories
Office Supplies,United States,Candace McMahon,0.2,14/11/13,CA-2011-151554,Xerox 221,7.2576,4,Central,,20.736,Corporate,15/11/13,First Class,Texas,Paper
Office Supplies,United States,Maris LaWare,0,14/11/13,CA-2011-125556,Acco 3-Hole Punch,21.024,10,East,,43.8,Consumer,16/11/13,Second Class,Connecticut,Binders
Technology,United States,Maris LaWare,0,14/11/13,CA-2011-125556,Polycom SoundPoint Pro SE-225 Corded phone,233.2204,7,East,,832.93,Consumer,16/11/13,Second Class,Connecticut,Phones
Furniture,United States,Robert Marley,0.1,14/11/13,CA-2011-166989,"Safco Chair Connectors, 6/Carton",14.6224,2,East,,69.264,Home Office,18/11/13,Standard Class,New York,Chairs
Office Supplies,United States,Jeremy Lonsdale,0,14/11/13,CA-2011-162362,Avery Durable Binders,5.6448,4,Central,,11.52,Consumer,18/11/13,Standard Class,Michigan,Binders
Office Supplies,United States,Jeremy Lonsdale,0,14/11/13,CA-2011-162362,Storex DuraTech Recycled Plastic Frosted Binders,6.36,3,Central,,12.72,Consumer,18/11/13,Standard Class,Michigan,Binders
Office Supplies,United States,Robert Marley,0,14/11/13,CA-2011-166989,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5.2256,2,East,,11.36,Home Office,18/11/13,Standard Class,New York,Paper
Office Supplies,United States,Chris Cortes,0,14/11/13,CA-2011-161634,Xerox 192,15.552,5,South,,32.4,Consumer,20/11/13,Standard Class,Virginia,Paper
Office Supplies,United States,Scott Cohen,0,15/11/13,CA-2011-128622,Acme Value Line Scissors,3.285,3,West,,10.95,Corporate,17/11/13,Second Class,California,Supplies
Furniture,United States,Shahid Shariari,0,15/11/13,CA-2011-127558,Eldon 100 Class Desk Accessories,3.2352,3,West,,10.11,Consumer,18/11/13,First Class,California,Furnishings
Office Supplies,United States,Shahid Shariari,0,15/11/13,CA-2011-127558,Acme Box Cutter Scissors,5.3196,2,West,,20.46,Consumer,18/11/13,First Class,California,Supplies
Technology,United States,Shahid Shariari,0,15/11/13,CA-2011-127558,Logitech P710e Mobile Speakerphone,146.7693,3,West,,772.47,Consumer,18/11/13,First Class,California,Accessories
Office Supplies,United States,Jamie Frazer,0.2,15/11/13,CA-2011-116407,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",29.1424,2,South,,333.056,Consumer,21/11/13,Standard Class,Tennessee,Appliances
Office Supplies,United States,Jamie Frazer,0.2,15/11/13,CA-2011-116407,Newell 310,0.4752,3,South,,4.224,Consumer,21/11/13,Standard Class,Tennessee,Art
Office Supplies,United States,Jamie Frazer,0.2,15/11/13,CA-2011-116407,"Southworth 100% Résumé Paper, 24lb.",7.78,4,South,,24.896,Consumer,21/11/13,Standard Class,Tennessee,Paper
Office Supplies,United States,Peter Bühler,0.2,15/11/13,CA-2011-128888,Ames Color-File Green Diamond Border X-ray Mailers,204.0714,9,Central,,604.656,Consumer,22/11/13,Standard Class,Texas,Envelopes
